"Failed to create customer","Échec de la création du client",""
"Customer Name is required","Le nom du client est requis",""
"Promotion & Coupon Management","Gestion des promotions et des coupons",""
"Manage promotional schemes and coupons","Gérer les programmes promotionnels et les coupons",""
"Promotional Schemes","Programmes promotionnels",""
"Coupons","Coupons",""
"Search promotions...","Rechercher des promotions...",""
"Active Only","Actifs uniquement",""
"Expired Only","Expirés uniquement",""
"Not Started","Pas commencé",""
"Disabled Only","Désactivés uniquement",""
"Create New Promotion","Créer une nouvelle promotion",""
"Create permission required","Permission de création requise",""
"No promotions found","Aucune promotion trouvée",""
"Rule","Règle",""
"Scheme","Programme",""
"{0} items","{0} articles",""
"No expiry","Sans expiration",""
"Select a Promotion","Sélectionnez une promotion",""
"Choose a promotion from the list to view and edit, or create a new one to get started","Choisissez une promotion dans la liste pour la voir et la modifier, ou créez-en une nouvelle pour commencer",""
"You don't have permission to create promotions","Vous n'avez pas la permission de créer des promotions",""
"Create New Promotion","Créer une nouvelle promotion",""
"Edit Promotion","Modifier la promotion",""
"Pricing Rule","Règle de tarification",""
"Promotional Scheme","Programme promotionnel",""
"Fill in the details to create a new promotional scheme","Remplissez les détails pour créer un nouveau programme promotionnel",""
"View pricing rule details (read-only)","Voir les détails de la règle de tarification (lecture seule)",""
"Update the promotion details below","Mettez à jour les détails de la promotion ci-dessous",""
"Read-only: Edit in ERPNext","Lecture seule : Modifier dans ERPNext",""
"Enable","Activer",""
"Basic Information","Informations de base",""
"Promotion Name","Nom de la promotion",""
"e.g., Summer Sale 2025","par ex., Soldes d'été 2025",""
"Valid From","Valide à partir de",""
"Valid Until","Valide jusqu'à",""
"Apply On","Appliquer sur",""
"Specific Items","Articles spécifiques",""
"Item Groups","Groupes d'articles",""
"Brands","Marques",""
"Entire Transaction","Transaction entière",""
"Select {0}","Sélectionner {0}",""
"Required","Requis",""
"Search items... (min 2 characters)","Rechercher des articles... (min 2 caractères)",""
"Searching from {0} cached items","Recherche parmi {0} articles en cache",""
"-- Select Item Group --","-- Sélectionner un groupe d'articles --",""
"-- Select Brand --","-- Sélectionner une marque --",""
"Discount Details","Détails de la remise",""
"Discount Type","Type de remise",""
"Discount (%)","Remise (%)",""
"discount ({0})","remise ({0})",""
"Free Item","Article gratuit",""
"Search item... (min 2 characters)","Rechercher un article... (min 2 caractères)",""
"Free Quantity","Quantité gratuite",""
"Minimum Quantity","Quantité minimale",""
"Maximum Quantity","Quantité maximale",""
"Minimum Amount ({0})","Montant minimum ({0})",""
"Maximum Amount ({0})","Montant maximum ({0})",""
"Delete Promotion","Supprimer la promotion",""
"Are you sure you want to delete <strong>\"{0}\"<strong>?","Êtes-vous sûr de vouloir supprimer <strong>\"{0}\"<strong> ?",""
"This will also delete all associated pricing rules. This action cannot be undone.","Cela supprimera également toutes les règles de tarification associées. Cette action ne peut pas être annulée.",""
"Percentage","Pourcentage",""
"Fixed Amount","Montant fixe",""
"Failed to load item groups","Échec du chargement des groupes d'articles",""
"Failed to load brands","Échec du chargement des marques",""
"Promotion created successfully","Promotion créée avec succès",""
"Failed to create promotion","Échec de la création de la promotion",""
"Promotion updated successfully","Promotion mise à jour avec succès",""
"Failed to update promotion","Échec de la mise à jour de la promotion",""
"Promotion status updated successfully","Statut de la promotion mis à jour avec succès",""
"Failed to update promotion status","Échec de la mise à jour du statut de la promotion",""
"Promotion deleted successfully","Promotion supprimée avec succès",""
"Failed to delete promotion","Échec de la suppression de la promotion",""
"Failed to load promotion details","Échec du chargement des détails de la promotion",""
"An error occurred","Une erreur s'est produite",""
"Please enter a promotion name","Veuillez saisir un nom de promotion",""
"Promotion \"{0}\" already exists. Please use a different name.","La promotion \"{0}\" existe déjà. Veuillez utiliser un nom différent.",""
"Please select at least one {0}","Veuillez sélectionner au moins un {0}",""
"Partially Paid ({0})","Partiellement payé ({0})",""
"Unpaid ({0})","Impayé ({0})",""
"Overdue ({0})","En retard ({0})",""
"Outstanding Payments","Paiements en souffrance",""
"{0} paid","{0} payé",""
"No Unpaid Invoices","Aucune facture impayée",""
"All invoices are fully paid","Toutes les factures sont entièrement payées",""
"No invoices found","Aucune facture trouvée",""
"Date & Time","Date et heure",""
"Paid Amount","Montant payé",""
"No draft invoices","Aucune facture brouillon",""
"Save invoices as drafts to continue later","Enregistrez les factures comme brouillons pour continuer plus tard",""
"Customer: {0}","Client : {0}",""
"Delete draft","Supprimer le brouillon",""
"{0} item(s)","{0} article(s)",""
"+{0} more","+{0} de plus",""
"No return invoices","Aucune facture de retour",""
"Return invoices will appear here","Les factures de retour apparaîtront ici",""
"Against: {0}","Contre : {0}",""
"Drafts","Brouillons",""
"Failed to load unpaid invoices","Échec du chargement des factures impayées",""
"Select Batch Numbers","Sélectionner les numéros de lot",""
"Select Serial Numbers","Sélectionner les numéros de série",""
"Select Batch Number","Sélectionner le numéro de lot",""
"Qty: {0}","Qté : {0}",""
"Exp: {0}","Exp : {0}",""
"Select Serial Numbers ({0}/{1})","Sélectionner les numéros de série ({0}/{1})",""
"Warehouse: {0}","Entrepôt : {0}",""
"Or enter serial numbers manually (one per line)","Ou entrez les numéros de série manuellement (un par ligne)",""
"Enter serial numbers...","Entrez les numéros de série...",""
"Change language: {0}","Changer de langue : {0}",""
"<strong>{0}</strong> of <strong>{1}</strong> invoice(s)","<strong>{0}</strong> sur <strong>{1}</strong> facture(s)",""
"Clear all","Tout effacer",""
"From Date","Date de début",""
"To Date","Date de fin",""
"Save these filters as...","Enregistrer ces filtres sous...",""
"Saved Filters","Filtres enregistrés",""
"Partial","Partiel",""
"Delete \"{0}\"?","Supprimer \"{0}\" ?",""
"Install POSNext","Installer POSNext",""
"Faster access and offline support","Accès plus rapide et support hors ligne",""
"Snooze for 7 days","Reporter de 7 jours",""
"Install","Installer",""
"Close (shows again next session)","Fermer (s'affiche à nouveau lors de la prochaine session)",""
"Searching...","Recherche...",""
"No options available","Aucune option disponible",""
"Clear selection","Effacer la sélection",""
"Load more ({0} remaining)","Charger plus ({0} restants)",""
"Search...","Rechercher...",""
"Search coupons...","Rechercher des coupons...",""
"Expired","Expiré",""
"Exhausted","Épuisé",""
"All Types","Tous les types",""
"POS Next","POS Next",""
"View items","Voir les articles",""
"View cart","Voir le panier",""
"View cart with {0} items","Voir le panier avec {0} articles",""
"Hr","h",""
"Min","min",""
"Sec","s",""
"{0} paid of {1}","{0} payé sur {1}",""
"Outstanding","En souffrance",""
"Sales Persons","Vendeurs",""
"Sales Person","Vendeur",""
"1 selected","1 sélectionné",""
"Selected:","Sélectionnés :",""
"Total: {0}% (should be 100%)","Total : {0}% (devrait être 100%)",""
"Commission: {0}%","Commission : {0}%",""
"Search to add sales persons","Rechercher pour ajouter des vendeurs",""
"Loading sales persons...","Chargement des vendeurs...",""
"No sales persons found","Aucun vendeur trouvé",""
"Additional Discount","Remise supplémentaire",""
"% Percent","% Pourcentage",""
"{0} Amount","Montant {0}",""
"Select payment method to add","Sélectionnez la méthode de paiement à ajouter",""
"Added","Ajouté",""
"Quick amounts for {0}","Montants rapides pour {0}",""
"Custom amount","Montant personnalisé",""
"Payment Breakdown","Détail du paiement",""
"Apply Credit","Appliquer le crédit",""
"Pay on Account","Payer sur compte",""
"Maximum allowed discount is {0}%","Remise maximale autorisée est {0}%",""
"Maximum allowed discount is {0}% ({1} {2})","Remise maximale autorisée est {0}% ({1} {2})",""
"Create new customer","Créer un nouveau client",""
"Remove customer","Supprimer le client",""
"Search or add customer...","Rechercher ou ajouter un client...",""
"Search customer in cart","Rechercher un client dans le panier",""
"Select items to start or choose a quick action","Sélectionnez des articles pour commencer ou choisissez une action rapide",""
"View current shift details","Voir les détails de l'équipe actuelle",""
"View draft invoices","Voir les factures brouillon",""
"View invoice history","Voir l'historique des factures",""
"Process return invoice","Traiter la facture de retour",""
"Close current shift","Fermer l'équipe actuelle",""
"{0} free item(s) included","{0} article(s) gratuit(s) inclus",""
"+{0} FREE","+{0} GRATUIT",""
"Remove {0}","Supprimer {0}",""
"Remove item","Supprimer l'article",""
"Decrease quantity","Diminuer la quantité",""
"Increase quantity","Augmenter la quantité",""
"Click to change unit","Cliquez pour changer l'unité",""
"Only one unit available","Une seule unité disponible",""
"Total Quantity","Quantité totale",""
"Proceed to payment","Procéder au paiement",""
"Hold order as draft","Mettre la commande en attente comme brouillon",""
"Hold","Mettre en attente",""
"Offers","Offres",""
"Coupon","Coupon",""
"Edit Item Details","Modifier les détails de l'article",""
"Edit item quantity, UOM, warehouse, and discount","Modifier la quantité, l'unité, l'entrepôt et la remise de l'article",""
"Default","Par défaut",""
"Item Discount","Remise sur l'article",""
"Percentage (%)","Pourcentage (%)",""
"Checking Stock...","Vérification du stock...",""
"No Stock Available","Aucun stock disponible",""
"Update Item","Mettre à jour l'article",""
"\"{0}\" is not available in warehouse \"{1}\". Please select another warehouse.","\"{0}\" n'est pas disponible dans l'entrepôt \"{1}\". Veuillez sélectionner un autre entrepôt.",""
"Only {0} units of \"{1}\" available in \"{2}\". Current quantity: {3}","Seulement {0} unités de \"{1}\" disponibles dans \"{2}\". Quantité actuelle : {3}",""
"{0} units available in \"{1}\"","{0} unités disponibles dans \"{1}\"",""
"Available Offers","Offres disponibles",""
"Loading offers...","Chargement des offres...",""
"Applying offer...","Application de l'offre...",""
"No offers available","Aucune offre disponible",""
"Add items to your cart to see eligible offers","Ajoutez des articles à votre panier pour voir les offres éligibles",""
"APPLIED","APPLIQUÉ",""
"PRICING RULE","RÈGLE DE TARIFICATION",""
"PROMO SCHEME","PROGRAMME PROMO",""
"{0}% OFF","{0}% DE REMISE",""
"{0} OFF","{0} DE REMISE",""
"Special Offer","Offre spéciale",""
"+ Free Item","+ Article gratuit",""
"Min Purchase","Achat minimum",""
"Min Quantity","Quantité minimum",""
"Subtotal (before tax)","Sous-total (avant taxes)",""
"Add {0} more to unlock","Ajoutez {0} de plus pour débloquer",""
"Remove Offer","Supprimer l'offre",""
"Apply Offer","Appliquer l'offre",""
"Create Return Invoice","Créer une facture de retour",""
"Select Invoice to Return","Sélectionnez la facture à retourner",""
"Search by invoice number or customer name...","Rechercher par numéro de facture ou nom de client...",""
"Search by invoice number or customer...","Rechercher par numéro de facture ou client...",""
"Process Return","Traiter le retour",""
"Select Items to Return","Sélectionnez les articles à retourner",""
"⚠️ {0} already returned","⚠️ {0} déjà retourné",""
"Return Qty:","Qté de retour :",""
"of {0}","sur {0}",""
"No items available for return","Aucun article disponible pour le retour",""
"Refund Payment Methods","Méthodes de remboursement",""
"+ Add Payment","+ Ajouter un paiement",""
"Select method...","Sélectionnez la méthode...",""
"Select payment method...","Sélectionnez la méthode de paiement...",""
"Total Refund:","Remboursement total :",""
"Payment Total:","Total du paiement :",""
"⚠️ Payment total must equal refund amount","⚠️ Le total du paiement doit être égal au montant du remboursement",""
"Return Summary","Résumé du retour",""
"Items to Return:","Articles à retourner :",""
"Refund Amount:","Montant du remboursement :",""
"Enter reason for return (e.g., defective product, wrong item, customer request)...","Entrez la raison du retour (par ex., produit défectueux, mauvais article, demande du client)...",""
"{0} item(s) selected","{0} article(s) sélectionné(s)",""
"Create Return","Créer le retour",""
"OK","OK",""
"Invoice must be submitted to create a return","La facture doit être soumise pour créer un retour",""
"Cannot create return against a return invoice","Impossible de créer un retour contre une facture de retour",""
"All items from this invoice have already been returned","Tous les articles de cette facture ont déjà été retournés",""
"Return against {0}","Retour contre {0}",""
"Failed to create return invoice","Échec de la création de la facture de retour",""
"Failed to load recent invoices","Échec du chargement des factures récentes",""
"{0}: maximum {1}","{0} : maximum {1}",""
"Adjust return quantities before submitting.\n\n{0}","Ajustez les quantités de retour avant de soumettre.\n\n{0}",""
"{0} Pending Invoice(s)","{0} facture(s) en attente",""
"These invoices will be submitted when you're back online","Ces factures seront soumises lorsque vous serez de nouveau en ligne",""
"Sync All","Tout synchroniser",""
"No pending offline invoices","Aucune facture hors ligne en attente",""
"Walk-in Customer","Client de passage",""
"{0} failed","{0} échoué",""
"Payments:","Paiements :",""
"Edit Invoice","Modifier la facture",""
"Are you sure you want to delete this offline invoice?","Êtes-vous sûr de vouloir supprimer cette facture hors ligne ?",""
"This action cannot be undone.","Cette action ne peut pas être annulée.",""
"Just now","À l'instant",""
"{0} minutes ago","Il y a {0} minutes",""
"{0} hours ago","Il y a {0} heures",""
"POS Settings","Paramètres PDV",""
"Save Changes","Enregistrer les modifications",""
"Loading settings...","Chargement des paramètres...",""
"Stock Management","Gestion des stocks",""
"Configure warehouse and inventory settings","Configurer les paramètres d'entrepôt et d'inventaire",""
"Stock Controls","Contrôles de stock",""
"Warehouse Selection","Sélection d'entrepôt",""
"Loading warehouses...","Chargement des entrepôts...",""
"Active Warehouse","Entrepôt actif",""
"All stock operations will use this warehouse. Stock quantities will refresh after saving.","Toutes les opérations de stock utiliseront cet entrepôt. Les quantités de stock seront actualisées après l'enregistrement.",""
"Stock Validation Policy","Politique de validation des stocks",""
"Allow Negative Stock","Autoriser le stock négatif",""
"Enable selling items even when stock reaches zero or below. Integrates with ERPNext stock settings.","Permettre la vente d'articles même lorsque le stock atteint zéro ou en dessous. S'intègre aux paramètres de stock d'ERPNext.",""
"Background Stock Sync","Synchronisation du stock en arrière-plan",""
"Enable Automatic Stock Sync","Activer la synchronisation automatique du stock",""
"Periodically sync stock quantities from server in the background (runs in Web Worker)","Synchroniser périodiquement les quantités de stock depuis le serveur en arrière-plan (s'exécute dans Web Worker)",""
"Sync Interval (seconds)","Intervalle de synchro (secondes)",""
"How often to check server for stock updates (minimum 10 seconds)","À quelle fréquence vérifier les mises à jour de stock sur le serveur (minimum 10 secondes)",""
"Warehouse not set","Entrepôt non défini",""
"Network Usage:","Utilisation réseau :",""
"~15 KB per sync cycle","~15 Ko par cycle de synchro",""
"~{0} MB per hour","~{0} Mo par heure",""
"Sales Management","Gestion des ventes",""
"Configure pricing, discounts, and sales operations","Configurer la tarification, les remises et les opérations de vente",""
"Sales Controls","Contrôles des ventes",""
"Pricing & Discounts","Tarification et remises",""
"Tax Inclusive","Taxes incluses",""
"When enabled, displayed prices include tax. When disabled, tax is calculated separately. Changes apply immediately to your cart when you save.","Lorsque activé, les prix affichés incluent les taxes. Lorsque désactivé, les taxes sont calculées séparément. Les modifications s'appliquent immédiatement à votre panier lors de l'enregistrement.",""
"Max Discount (%)","Remise max (%)",""
"Maximum discount per item","Remise maximale par article",""
"Use Percentage Discount","Utiliser une remise en pourcentage",""
"Show discounts as percentages","Afficher les remises en pourcentages",""
"Allow Additional Discount","Autoriser une remise supplémentaire",""
"Enable invoice-level discount","Activer la remise au niveau de la facture",""
"Allow Item Discount","Autoriser la remise sur l'article",""
"Enable item-level discount in edit dialog","Activer la remise au niveau de l'article dans la fenêtre de modification",""
"Disable Rounded Total","Désactiver le total arrondi",""
"Show exact totals without rounding","Afficher les totaux exacts sans arrondir",""
"Sales Operations","Opérations de vente",""
"Allow Credit Sale","Autoriser la vente à crédit",""
"Enable sales on credit","Activer les ventes à crédit",""
"Allow Return","Autoriser le retour",""
"Enable product returns","Activer les retours de produits",""
"Allow Write Off Change","Autoriser l'annulation de la monnaie",""
"Write off small change amounts","Annuler les petits montants de monnaie",""
"Allow Partial Payment","Autoriser le paiement partiel",""
"Enable partial payment for invoices","Activer le paiement partiel pour les factures",""
"Print without confirmation","Imprimer sans confirmation",""
"No POS Profile Selected","Aucun profil PDV sélectionné",""
"Please select a POS Profile to configure settings","Veuillez sélectionner un profil PDV pour configurer les paramètres",""
"Failed to load settings","Échec du chargement des paramètres",""
"POS Profile not found","Profil PDV non trouvé",""
"Settings saved successfully","Paramètres enregistrés avec succès",""
"Settings saved, warehouse updated, and tax mode changed. Cart will be recalculated.","Paramètres enregistrés, entrepôt mis à jour et mode taxe modifié. Le panier sera recalculé.",""
"Settings saved and warehouse updated. Reloading stock...","Paramètres enregistrés et entrepôt mis à jour. Rechargement du stock...",""
"Failed to save settings","Échec de l'enregistrement des paramètres",""
"{0}s ago","Il y a {0}s",""
"{0}m ago","Il y a {0}m",""
"Sign in to POS Next","Se connecter à POS Next",""
"Login Failed","Échec de la connexion",""
"Enter your username or email","Entrez votre nom d'utilisateur ou e-mail",""
"User ID / Email","ID utilisateur / E-mail",""
"Enter your password","Entrez votre mot de passe",""
"Hide password","Masquer le mot de passe",""
"Show password","Afficher le mot de passe",""
"Signing in...","Connexion...",""
"Clear all items","Effacer tous les articles",""
"View all available offers","Voir toutes les offres disponibles",""
"Apply coupon code","Appliquer un code de coupon",""
"Create New Coupon","Créer un nouveau coupon",""
"No coupons found","Aucun coupon trouvé",""
"Gift","Cadeau",""
"Used: {0}/{1}","Utilisé : {0}/{1}",""
"Used: {0}","Utilisé : {0}",""
"Select a Coupon","Sélectionnez un coupon",""
"Choose a coupon from the list to view and edit, or create a new one to get started","Choisissez un coupon dans la liste pour le voir et le modifier, ou créez-en un nouveau pour commencer",""
"You don't have permission to create coupons","Vous n'avez pas la permission de créer des coupons",""
"Coupon Details","Détails du coupon",""
"Fill in the details to create a new coupon","Remplissez les détails pour créer un nouveau coupon",""
"View and update coupon information","Voir et mettre à jour les informations du coupon",""
"Create","Créer",""
"Coupon Name","Nom du coupon",""
"e.g., Summer Sale Coupon 2025","par ex., Coupon soldes d'été 2025",""
"Coupon Type","Type de coupon",""
"Promotional","Promotionnel",""
"Gift Card","Carte-cadeau",""
"Auto-generated if empty","Généré automatiquement si vide",""
"Generate","Générer",""
"Customer ID or Name","ID ou nom du client",""
"Company","Société",""
"Discount Configuration","Configuration de la remise",""
"Apply Discount On","Appliquer la remise sur",""
"Net Total","Total net",""
"e.g., 20","par ex., 20",""
"Amount in {0}","Montant en {0}",""
"Minimum Cart Amount","Montant minimum du panier",""
"Optional minimum in {0}","Minimum facultatif en {0}",""
"Maximum Discount Amount","Montant maximum de remise",""
"Optional cap in {0}","Plafond facultatif en {0}",""
"Current Discount:","Remise actuelle :",""
"{0}% off {1}","{0}% de remise sur {1}",""
"{0} off {1}","{0} de remise sur {1}",""
"(Min: {0})","(Min : {0})",""
"(Max Discount: {0})","(Remise max : {0})",""
"Validity & Usage","Validité et utilisation",""
"Unlimited","Illimité",""
"Only One Use Per Customer","Une seule utilisation par client",""
"Coupon Status & Info","Statut et informations du coupon",""
"Current Status","Statut actuel",""
"Created On","Créé le",""
"Last Modified","Dernière modification",""
"Delete Coupon","Supprimer le coupon",""
"-- No Campaign --","-- Aucune campagne --",""
"Failed to load coupons","Échec du chargement des coupons",""
"Failed to load coupon details","Échec du chargement des détails du coupon",""
"Coupon created successfully","Coupon créé avec succès",""
"Failed to create coupon","Échec de la création du coupon",""
"Coupon updated successfully","Coupon mis à jour avec succès",""
"Failed to update coupon","Échec de la mise à jour du coupon",""
"Coupon status updated successfully","Statut du coupon mis à jour avec succès",""
"Failed to toggle coupon status","Échec du basculement du statut du coupon",""
"Coupon deleted successfully","Coupon supprimé avec succès",""
"Failed to delete coupon","Échec de la suppression du coupon",""
"Please enter a coupon name","Veuillez saisir un nom de coupon",""
"Please select a discount type","Veuillez sélectionner un type de remise",""
"Please enter a valid discount percentage (1-100)","Veuillez saisir un pourcentage de remise valide (1-100)",""
"Please enter a valid discount amount","Veuillez saisir un montant de remise valide",""
"Please select a customer for gift card","Veuillez sélectionner un client pour la carte-cadeau",""
"Cannot delete coupon as it has been used {0} times","Impossible de supprimer le coupon car il a été utilisé {0} fois",""
"Add to Cart","Ajouter au panier",""
"Warehouse","Entrepôt",""
"Search products...","Rechercher des produits...",""
"Item Code","Code article",""
"Brand","Marque",""
"Transaction","Transaction",""
"e.g., Summer Sale 2025","par ex., Soldes d'été 2025",""
"Pricing Rules","Règles de tarification",""
"Promo Schemes","Programmes promotionnels",""
"Return Reason","Raison du retour",""
"Settings saved. Tax mode is now \"inclusive\". Cart will be recalculated.","Paramètres enregistrés. Le mode taxe est maintenant \"inclus\". Le panier sera recalculé.",""
"Settings saved. Tax mode is now \"exclusive\". Cart will be recalculated.","Paramètres enregistrés. Le mode taxe est maintenant \"exclu\". Le panier sera recalculé.",""
"This will clear all cached items, customers, and stock data. Invoices and drafts will be preserved.","Cela effacera tous les articles, clients et données de stock en cache. Les factures et brouillons seront préservés.",""
"Clear All Data","Effacer toutes les données",""
"Clearing...","Effacement...",""
"Confirm Clear Cache","Confirmer l'effacement du cache",""
"Manage Invoices","Gérer les factures",""
"Outstanding","En souffrance",""
"No Outstanding","Aucune souffrance",""
"Pay Outstanding","Payer les souffrances",""
"View Outstanding","Voir les souffrances",""
"Search invoices...","Rechercher des factures...",""
"Invoice Management","Gestion des factures",""
"All Invoices","Toutes les factures",""
"Draft","Brouillon",""
"Return","Retour",""
"Load More","Charger plus",""
"No more invoices","Plus de factures",""
"Failed to load invoices","Échec du chargement des factures",""
"Apply Filter","Appliquer le filtre",""
"Reset Filter","Réinitialiser le filtre",""
"Filter by Status","Filtrer par statut",""
"Filter by Date","Filtrer par date",""
"Show All","Afficher tout",""
"Shift Details","Détails de l'équipe",""
"Shift ID","ID d'équipe",""
"Cashier","Caissier",""
"Current Time","Heure actuelle",""
"Cash Sales","Ventes en espèces",""
"Card Sales","Ventes par carte",""
"Other Sales","Autres ventes",""
"Total Transactions","Transactions totales",""
"Average Transaction","Transaction moyenne",""
"Shift Summary","Résumé de l'équipe",""
"View Full Report","Voir le rapport complet",""
"Print Report","Imprimer le rapport",""
"Export Data","Exporter les données",""
"Quick Actions","Actions rapides",""
"New Sale","Nouvelle vente",""
"Returns","Retours",""
"Recent Activity","Activité récente",""
"No recent activity","Aucune activité récente",""
"Show All Activity","Afficher toute l'activité",""
"Keyboard Shortcuts","Raccourcis clavier",""
"Press F1 for help","Appuyez sur F1 pour l'aide",""
"Press Enter to search","Appuyez sur Entrée pour rechercher",""
"Press Esc to close","Appuyez sur Échap pour fermer",""
"Scanning...","Numérisation...",""
"Scan Complete","Numérisation terminée",""
"Scan Failed","Échec de la numérisation",""
"Invalid Barcode","Code-barres invalide",""
"Item Scanned","Article numérisé",""
"Multiple Results","Résultats multiples",""
"Select Item","Sélectionner l'article",""
"Enter Quantity","Entrer la quantité",""
"Set Price","Définir le prix",""
"Custom Price","Prix personnalisé",""
"Original Price","Prix original",""
"New Price","Nouveau prix",""
"Price Changed","Prix modifié",""
"Discount Applied","Remise appliquée",""
"Offer Applied","Offre appliquée",""
"Coupon Applied","Coupon appliqué",""
"Free Items Added","Articles gratuits ajoutés",""
"Bundle Items","Articles du lot",""
"View Bundle","Voir le lot",""
"Expand Bundle","Développer le lot",""
"Collapse Bundle","Réduire le lot",""
"Stock Warning","Avertissement de stock",""
"Low Stock Warning","Avertissement de stock faible",""
"Only {0} left in stock","Seulement {0} restant en stock",""
"Continue Anyway","Continuer quand même",""
"Check Other Warehouses","Vérifier les autres entrepôts",""
"Transfer Stock","Transférer le stock",""
"Reserve Stock","Réserver le stock",""
"Stock Reserved","Stock réservé",""
"Reservation Expired","Réservation expirée",""
"Extend Reservation","Prolonger la réservation",""
"Release Reservation","Libérer la réservation",""
"Customer Account","Compte client",""
"Credit Limit","Limite de crédit",""
"Available Credit","Crédit disponible",""
"Credit Used","Crédit utilisé",""
"Credit Exceeded","Crédit dépassé",""
"Requires Approval","Nécessite une approbation",""
"Request Approval","Demander l'approbation",""
"Approval Pending","Approbation en attente",""
"Approved","Approuvé",""
"Rejected","Rejeté",""
"Loyalty Points","Points de fidélité",""
"Points Balance","Solde de points",""
"Redeem Points","Échanger des points",""
"Points to Redeem","Points à échanger",""
"Points Value","Valeur des points",""
"Points Earned","Points gagnés",""
"Points Redeemed","Points échangés",""
"Split Payment","Paiement fractionné",""
"Add Split","Ajouter une division",""
"Remove Split","Supprimer la division",""
"Split Amount","Montant de la division",""
"Remaining to Pay","Reste à payer",""
"Payment Complete","Paiement terminé",""
"Print Options","Options d'impression",""
"Print Preview","Aperçu avant impression",""
"Printer Settings","Paramètres de l'imprimante",""
"Select Printer","Sélectionner l'imprimante",""
"Default Printer","Imprimante par défaut",""
"Paper Size","Format du papier",""
"Print Copies","Nombre de copies",""
"Include Logo","Inclure le logo",""
"Include QR Code","Inclure le code QR",""
"Include Barcode","Inclure le code-barres",""
"Compact Mode","Mode compact",""
"Full Mode","Mode complet",""
"Email Receipt","Envoyer le reçu par e-mail",""
"SMS Receipt","Envoyer le reçu par SMS",""
"WhatsApp Receipt","Envoyer le reçu par WhatsApp",""
"Receipt Sent","Reçu envoyé",""
"Failed to Send","Échec de l'envoi",""
"Retry","Réessayer",""
"Skip","Ignorer",""
"Done","Terminé",""
"Finish","Terminer",""
"Complete Sale","Terminer la vente",""
"New Transaction","Nouvelle transaction",""
"Continue Shopping","Continuer les achats",""
"Start New Sale","Commencer une nouvelle vente",""
"View Receipt","Voir le reçu",""
"Download Receipt","Télécharger le reçu",""
"Share Receipt","Partager le reçu",""
"Copy Link","Copier le lien",""
"Link Copied","Lien copié",""
"Invoice loaded to cart for editing","Facture chargée dans le panier pour modification",""
"Campaign","Campagne",""
"Referral Code","Code de parrainage",""
"Times Used","Fois utilisé",""
"Maximum Use","Utilisation maximale",""
"Are you sure you want to delete <strong>\"{0}\"<strong>?","Êtes-vous sûr de vouloir supprimer <strong>\"{0}\"<strong> ?",""
"Return Reason <span class=\"text-gray-400\">(optional)</span>","Raison du retour <span class=\"text-gray-400\">(facultatif)</span>",""
"<strong>Note:<strong> When enabled, the system will allow sales even when stock quantity is zero or negative. This is useful for handling stock sync delays or backorders. All transactions are tracked in the stock ledger.","<strong>Note :<strong> Lorsque activé, le système autorisera les ventes même lorsque la quantité en stock est nulle ou négative. Ceci est utile pour gérer les délais de synchronisation de stock ou les commandes en attente. Toutes les transactions sont suivies dans le registre de stock.",""
"<strong>Status:<strong> Running","<strong>Statut :<strong> En cours",""
"<strong>Status:<strong> Stopped","<strong>Statut :<strong> Arrêté",""
"<strong>Items Tracked:<strong> {0}","<strong>Articles suivis :<strong> {0}",""
"<strong>Warehouse:<strong> {0}","<strong>Entrepôt :<strong> {0}",""
"<strong>Last Sync:<strong> {0}","<strong>Dernière synchro :<strong> {0}",""
"<strong>Last Sync:<strong> Never","<strong>Dernière synchro :<strong> Jamais",""
"Cart subtotal BEFORE tax - used for discount calculations","Sous-total du panier AVANT taxes - utilisé pour les calculs de remise",""
"Draft invoice deleted","Facture brouillon supprimée",""
"Failed to delete draft invoice","Échec de la suppression de la facture brouillon",""
"Search sales person...","Rechercher un vendeur...",""
"Item Group","Groupe d'articles",""
"Mobile","Mobile",""
"Clear Cache?","Effacer le cache ?",""
"Clearing Cache...","Effacement du cache...",""
"Please wait while we clear your cached data","Veuillez patienter pendant que nous effaçons vos données en cache",""
"<strong>Company:<strong>","<strong>Société :<strong>",""
"<strong>Opened:</strong> {0}","<strong>Ouvert :</strong> {0}",""
"<strong>Opened:<strong>","<strong>Ouvert :<strong>",""
"<strong>POS Profile:</strong> {0}","<strong>Profil PDV :</strong> {0}",""
"<strong>POS Profile:<strong> {0}","<strong>Profil PDV :<strong> {0}",""
"(FREE)","(GRATUIT)",""
"Are you sure you want to sign out of POS Next?","Êtes-vous sûr de vouloir vous déconnecter de POS Next ?",""
"At least {0} items required","Au moins {0} articles requis",""
"Create new customer: {0}","Créer un nouveau client : {0}",""
"Creating return for invoice {0}","Création d'un retour pour la facture {0}",""
"Enter actual amount for {0}","Entrer le montant réel pour {0}",""
"Exception: {0}","Exception : {0}",""
"Expected: <span class=\""font-medium\"">{0}</span>","Attendu : <span class=\""font-medium\"">{0}</span>",""
"From {0}","De {0}",""
"Invoice - {0}","Facture - {0}",""
"Invoice ID: {0}","ID de facture : {0}",""
"Invoice {0} created and sent to printer","Facture {0} créée et envoyée à l'imprimante",""
"Invoice {0} created but print failed","Facture {0} créée mais l'impression a échoué",""
"Invoice {0} created successfully","Facture {0} créée avec succès",""
